SAMPLE_ID,식품명,식품상세분류,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R0020960ZZ0AVG,"송어, 염장",어패류 및 기타 수산물,233,46.2,36,8.4,0.8,0,0,9,14,0,235,0,0,0,0,0,0
R0023080ZZ0AVG,"백합, 조미통조림",어패류 및 기타 수산물,127,64.9,19.6,0.1,10.9,0,0,46,5.8,0,85,520,2100,0,0,0,0
R0017230ZZ0AVG,"소 부산물, 양(위), 생것",육류,61,87.7,9.9,2,0.1,0,0,14,3,0,67,105,33,0,0,0,0
R0025220ZZ0AVG,"불등풀가사리, 말린것",해조류,147,11.7,16.5,0.6,55.7,0,0,481,28.4,0,174,0,0,0,0,0,0
R0019440ZZ0AVG,"돔, 옥돔, 구운것",어패류 및 기타 수산물,119,73.6,22.5,2.6,0,0,0,54,0.5,33,220,410,110,0.5,0.04,0,0
R0026400ZZ0AVG,"녹차, 인동녹차, 말린것",차류,329,11.9,16.8,1,63.3,0,0,421,12.2,0,233,1989,26,0,0,0,0
R0011800ZZ0AVG,"호박, 늙은호박, 말린것",채소류,333,10.7,7.6,2.42,72.33,37.86,17.6,243,1.93,90,298,2815,4,1.91,0.319,0.927,2.94
R0002300ZZ0AVG,"보리, 찰보리, 할맥",곡류 및 그 제품,362,7.7,8.5,1,82,0,0,28,1.8,0,127,269,7,0,0,0,0
R0019570ZZ0AVG,"둑중개, 생것",어패류 및 기타 수산물,103,78.2,15,4.2,0.2,0,0,520,2.8,0,400,180,260,0,0,0,0
R0000250ZZ0AVG,"멥쌀, 발아현미, 현미, 생것",곡류 및 그 제품,371,10.3,7,2.3,79.4,0,0,8,3.3,0,233,128,3,0,0,0,0
R0016270ZZ0AVG,"햄, 등심햄",육류,126,71.2,20.66,3.34,1.97,1.53,0,8,0.36,22,266,280,759,1.14,0.024,0.058,33.15
R0002540ZZ0AVG,"옥수수, 크림, 통조림",곡류 및 그 제품,84,78.2,1.7,0.5,18.6,0,1.8,2,0.4,18,46,150,260,0.4,0.04,0.07,0
R0026950ZZ0AVG,"식혜, 캔",음료류,32,92,0.06,0,7.91,5.94,1,3,0.02,1,2,3,2,0.11,0.003,0.016,0
R0020670ZZ0AVG,"삼세기, 생것",어패류 및 기타 수산물,98,77.3,18.6,1.8,0.5,0,0,20,0.5,0,256,0,0,0,0,0,0
R0025050ZZ0AVG,"뜸부기, 말린것",해조류,128,18.1,6.1,2.5,52.1,0,0,1090,23.9,0,119,0,0,0,0,0,0
R0022280ZZ0AVG,"피라미, 생것",어패류 및 기타 수산물,105,77.4,18.5,2.8,0.2,0,0,59,1.9,0,220,241,53,0,0,0,0
R0007780ZZ0AVG,"물냉이, 생것",채소류,23,91.5,3.5,0.1,3.7,0,0,105,9.1,0,48,57,28,0,0,0,0
R0029760ZZ0AVG,"단백질 보충제, 저지방, 가루",기타,396,12,50,12,22,4,2,1200,12,280,700,840,250,10,1.4,0,33.8
R0028320ZZ0AVG,템페,조미료류,192,59.65,20.29,10.8,7.64,0,0,111,2.7,81,266,412,9,1.14,0.56,1.3,0
R0011180ZZ0AVG,"토란대, 줄기, 말린것, 삶은것",채소류,20,94,0.5,0.1,4.9,0,0,270,1.3,0,19,240,2,0,0,0,0
R0028190ZZ0AVG,"짜장 소스, 레토르트",조미료류,93,79.1,2.42,3.22,13.5,0,1.4,110,0.33,14,48,147,539,0.24,0.017,0.134,4.1
R0007860ZZ0AVG,"미나리, 물미나리, 잎, 생것",채소류,30,90.1,2.84,0.4,5.62,1.26,3.7,104,0.87,40,79,313,5,0.25,0.076,0.767,2.41
R0003420ZZ0AVG,"마, 단마, 생것",감자 및 전분류,63,83.1,1.84,0.12,14.05,1,2.4,9,0.44,17,52,417,4,0.65,0.126,0.198,0.55
R0004510ZZ0AVG,"콩(대두), 대풍, 볶은것",두류,460,2.2,35.8,19.5,37.3,0,0,230,7.8,0,610,2173,5,0,0,0,0
R0020450ZZ0AVG,"볼락, 누루시볼락, 생것",어패류 및 기타 수산물,148,70.5,22.4,5.8,0,0,0,33,1,0,236,0,0,0,0,0,0
R0007680ZZ0AVG,"무청, 조선무 잎, 생것",채소류,31,88.9,2.9,0.2,6.1,0,0,341,11.5,0,85,388,154,0,0,0,0
R0006400ZZ0AVG,"곰취, 야생, 말린것",채소류,307,6.8,5.1,4.9,71.1,0,0,45,2.1,0,31,0,0,0,0,0,0
R0000480ZZ0AVG,"멥쌀, 히토메보레, 백미, 생것",곡류 및 그 제품,364,12.8,6.5,0.3,80,0,4.6,7,0.5,0,100,76,3,0,0,0,0
R0012030ZZ0AVG,"만가닥버섯, 생것",버섯류,17,91.1,2.34,0.48,5.21,0.36,3,1,0.51,9,78,356,3,0.51,0.062,0.176,0.47
R0004590ZZ0AVG,"콩(대두), 흑태, 말린것",두류,407,11.6,36.1,15.37,32.45,6.96,20.8,158,7.68,209,570,1804,3,4.49,1.147,2.692,5.48
R0002380ZZ0AVG,"시리얼, 옥수수, 그래놀라, 코코넛 ",곡류 및 그 제품,434,2.6,5.56,9.75,80.93,29.49,4.7,19,7.31,32,120,132,279,7.26,0.114,0.915,14.63
R0030320ZZ0AVG,"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",육류,210,64.6,18.61,14.51,0,0,0,3,2,14,137,256,35,3.89,0.041,0.01,18.53
R0016660ZZ0AVG,"소고기, 한우(1++등급), 양지(양지머리), 생것",육류,198,67,19.1,12.9,0,0,0,55,0,0,163,170,104,0,0,0,0
R0004570ZZ0AVG,"콩(대두), 청자3호, 말린것",두류,399,10.1,34.6,12.6,37.84,10.23,11,240,11.81,337,928,2712,0,5.61,0.944,3.449,4.07
R0013800ZZ0AVG,사과 주스,과실류,42,88.2,0.17,0.01,11.45,9.98,0.7,2,0,3,9,106,3,0.07,0.013,0.026,0
R0021440ZZ0AVG,"은어, 구운것",어패류 및 기타 수산물,177,64,26.6,6.8,0.1,0,0,480,5.5,35,460,510,110,1.2,0.06,0.41,0
R0019760ZZ0AVG,"멸치젓, 염절임",어패류 및 기타 수산물,164,54.4,14.1,11.2,0.6,0,0,592,5.5,0,348,241,11826,0,0,0,0
R0027860ZZ0AVG,"소금, 정제염",조미료류,2,0.1,0,0.01,0.39,0,0,30,0,24,2,552,36025,0,0,0.05,22.88
R0024770ZZ0AVG,"해파리, 생것",어패류 및 기타 수산물,6,96.9,1.3,0,0.1,0,0,2,0,0,8,0,0,0,0,0,0
R0018450ZZ0AVG,"고등어, 생것",어패류 및 기타 수산물,180,68.1,20.2,10.4,0,0,0,26,1.6,0,232,310,75,0,0,0,0
R0029340ZZ0AVG,잡채밥,조리가공품류,136,68.7,3,2.9,24.5,0,3.1,16,12.7,0,31,86,294,0,0,0,0
R0022480ZZ0AVG,"가리비, 관자, 삶아서 말린것",어패류 및 기타 수산물,322,17.1,65.7,1.4,7.6,0,0,34,1.2,120,610,810,2500,6.1,0.08,0.1,0
R0011990ZZ0AVG,"느티만가닥버섯, 생것",버섯류,21,88.6,2.66,0.21,7.52,0.39,3.9,1,0.51,10,89,341,1,0.49,0.056,0.151,2.33
R0015060ZZ0AVG,"고래고기, 복부지육, 생것",육류,449,36.1,25.5,37.6,0.3,0,0,2,8,0,52,0,0,0,0,0,0
R0004520ZZ0AVG,"콩(대두), 미국산, 말린것",두류,432,9.5,33.9,16,39.6,0,0,118,6.5,0,34,842,3,0,0,0,0
R0003590ZZ0AVG,"칡뿌리, 생것",감자 및 전분류,137,63.7,2.48,0.1,32.05,4.13,4.4,383,2,242,61,243,0,0.43,0.08,0.286,3.22
R0003630ZZ0AVG,"토란, 찐것",감자 및 전분류,76,79.5,2.4,0.17,16.75,0,2.9,19,0.81,19,56,368,2,0.42,0.133,0.7,0.6
R0030970ZZ0AVG,"귤, 온주밀감, 궁천조생, 노지, 생것",과실류,39,89.2,0.29,0.16,10.16,8.19,1.3,11,0.1,9,13,115,1,0.05,0.025,0.074,0
R0005870ZZ0AVG,"게걸무, 생것",채소류,59,82.7,2.3,0.1,13.6,0,0,42,1.3,0,34,426,18,0,0,0,0
R0024440ZZ0AVG,"성게, 보라성게, 생것",어패류 및 기타 수산물,177,65.6,16.1,8.7,7.6,0,0,70,2.4,0,306,0,0,0,0,0,0
R0000520ZZ0AVG,"멥쌀, 호품벼, 현미, 생것",곡류 및 그 제품,343,16.8,6.3,1.94,73.89,0.33,3.5,10,0.82,100,275,224,1,2.05,0.229,2.527,2.02
R0029860ZZ0AVG,"솔잎, 생것",기타,161,58.1,4.5,3.9,32.9,0,0,61,3.1,0,51,0,0,0,0,0,0
R0003170ZZ0AVG,감자 샐러드,감자 및 전분류,143,76,2.68,8.2,11.17,0,1.3,19,0.65,15,52,254,529,0.31,0.118,0.101,4.1
R0006220ZZ0AVG,"고추, 녹광, 초록색, 생것",채소류,27,92.6,1.4,0.8,4.6,0,0,14,0.9,0,39,162,9,0,0,0,0
R0026590ZZ0AVG,"쌍화차, 가루 ",차류,411,1.2,1.64,3.81,92.61,42.6,0,29,0.29,17,31,123,237,0.38,0.172,0.175,1.77
R0012620ZZ0AVG,"감, 연시, 냉동",과실류,66,81.2,0,0.04,18.36,10.35,2.2,21,0,23,69,547,0,0.13,0,1.148,0
R0008520ZZ0AVG,"부지갱이(섬쑥부쟁이), 말린것",채소류,258,14.2,25.7,2,50,0,0,112,0,0,404,0,0,0,0,0,0
R0031740ZZ0AVG,"양송이버섯, 갈색양송이, 생것",버섯류,15,91.9,3.73,0.2,3.24,0.59,3,2,0.33,10,119,404,5,0.55,0.31,0.046,9.72
R0012690ZZ0AVG,"구아바, 넥타, 과육 20%",과실류,51,87.4,0.1,0.1,12.3,0,0.8,3,0.2,2,3,49,4,0,0.01,0.03,0
R0023690ZZ0AVG,"게, 민꽃게, 생것",어패류 및 기타 수산물,85,79.3,14.8,1.6,2,0,0,79,1.9,0,239,0,0,0,0,0,0
R0026270ZZ0AVG,콩기름,유지류,915,0,0,99.31,0.66,0,0,0,0,0,0,0,0,0,0,0,5.89
R0028890ZZ0AVG,"메밀 냉면 육수, 인스턴트",조리가공품류,174,40.7,0.83,0.05,42.58,30.94,0.3,7,0.07,4,8,115,5935,0.04,0,0.016,0
R0002840ZZ0AVG,찹쌀떡,곡류 및 그 제품,246,39.9,4.81,1.75,52.65,6.47,2.5,12,0.58,17,38,43,262,0.87,0.078,0.483,6.53
R0028920ZZ0AVG,"볶음밥, 김치 볶음밥",조리가공품류,151,66.1,4.6,4.1,24,0,4.1,30,4.6,0,61,136,358,0,0,0,0
R0026450ZZ0AVG,"녹차, 현미, 티백",차류,377,6.2,11.72,2.28,77.42,0,20.3,165,3.32,157,281,671,21,2.22,0.398,17.812,3.56
R0009580ZZ0AVG,"쑥, 데친것",채소류,39,87.9,3.71,0.63,6.79,0,6,111,1.57,24,66,290,3,1.15,0.205,2.179,2.49
R0001400ZZ0AVG,"과자, 크랙커, 땅콩샌드",곡류 및 그 제품,524,0.9,7.66,26.24,64.23,14.64,2.1,35,0.76,38,128,191,195,0.65,0.116,0.858,10.65
R0030100ZZ0AVG,"소고기, 한우(1+등급), 갈비(본갈비), 생것",육류,375,51.2,14.69,34.65,0,0,0,4,2.03,13,122,196,42,4.53,0.031,0.011,16.77
R0004280ZZ0AVG,"동부, 미얀마산, 말린것",두류,345,13.5,22.08,2.07,59.43,0,20.6,88,4.54,177,408,1070,6,3.42,0.604,1.024,12.1
R0002580ZZ0AVG,"옥수수 과자, 콘칩",곡류 및 그 제품,538,1.07,6.17,33.36,56.9,0.27,4,138,1.2,72,194,144,514,1.29,0.101,0.333,7.6
R0008490ZZ0AVG,"뽕잎, 삶은것",채소류,48,84.5,4.86,0.53,9,0.41,8.1,204,1.22,43,98,267,6,0.64,0.105,0.719,0.37
R0030690ZZ0AVG,"초콜릿, 크런치 초콜릿",당류,520,1.9,7.25,26.81,62.49,44.12,1.9,174,2.74,75,213,406,101,1.3,0.426,0.549,8.99
R0008290ZZ0AVG,"배추, 불암 3호(노지), 염절임",채소류,30,89.6,1.2,0.1,7.4,0,0,58,0.4,0,48,280,397,0,0,0,0
R0015810ZZ0AVG,"돼지고기, 앞다리(꾸리살), 생것",육류,134,73.1,18.84,5.91,0,0,0,5,0.92,21,175,328,48,3.04,0.051,0.008,23.25
R0022840ZZ0AVG,"다슬기, 곳체다슬기, 생것",어패류 및 기타 수산물,77,79.5,11.6,0.6,5.7,0,0,1117,3.3,0,46,0,0,0,0,0,0
R0016230ZZ0AVG,"소시지, 볼로냐소시지",육류,251,60.9,12.5,21,2.9,0,0,9,1,13,210,180,830,1.5,0.1,0.05,0
R0021020ZZ0AVG,"숭어, 생것",어패류 및 기타 수산물,108,74.1,21.7,1.5,0.4,0,0,42,1,0,217,0,0,0,0,0,0
R0025150ZZ0AVG,"미역, 염장",해조류,34,61.8,6,0.9,8.8,0,0,178,3.2,0,87,0,0,0,0,0,0
R0028620ZZ0AVG,"덮밥, 오징어 덮밥",조리가공품류,136,68.2,6.3,2.8,21.5,0,1.5,19,4.8,0,77,135,325,0,0,0,0
R0020650ZZ0AVG,"산천어, 생것",어패류 및 기타 수산물,117,74.6,20.3,3.3,0.1,0,0,21,2,0,253,420,50,0,0,0,0
R0017440ZZ0AVG,"송아지고기, 미국산, 등심, 구운것",육류,217,60.73,24.8,12.32,0,0,0,19,0.87,25,212,325,93,3.03,0.11,0.029,11
R0014900ZZ0AVG,"포도 주스, 캔",과실류,60,84.51,0.37,0.13,14.77,14.2,0.2,11,0.25,10,14,104,5,0.07,0.018,0.239,0
R0007650ZZ0AVG,"무, 조선무, 생것",채소류,20,94.3,0.67,0.12,4.34,1.8,1.1,23,0.16,8,34,261,9,0.41,0.121,0.211,0.35
R0011250ZZ0AVG,"토마토, 흑토마토, 생것",채소류,21,93.6,0.68,0.04,5.22,2.96,0.9,11,0.26,9,30,202,2,0.16,0.028,0.072,0.84
R0028900ZZ0AVG,"미역국, 인스턴트, 말린것",조리가공품류,323,3.5,9.4,3.6,63.2,0,0,202,3.2,0,161,358,6516,0,0,0,0
R0004430ZZ0AVG,"쥐눈이콩(검정소립콩), 삶은것",두류,184,60.6,17.99,6.79,12.71,1.77,10.5,101,3.31,92,290,663,3,2.1,0.586,1.079,1.32
R0007790ZZ0AVG,"물쑥, 생것",채소류,36,87,5.4,0.3,5.6,0,0,106,12.1,0,99,0,0,0,0,0,0
R0020900ZZ0AVG,"서대, 궁제기서대, 생것",어패류 및 기타 수산물,92,78.4,18.9,1.2,0.1,0,0,92,1.2,0,189,0,0,0,0,0,0
R0014220ZZ0AVG,"용과, 황색종, 생것",과실류,54,84.6,1,0.1,13.9,0,0,10,0.5,0,26,141,1,0,0,0,0
R0030410ZZ0AVG,"소고기, 한우(1+등급), 양지(차돌박이), 생것",육류,467,42.5,11.16,46.45,0,0,0,5,1.2,11,94,160,60,2.47,0.033,0.012,14.71
R0008840ZZ0AVG,"삼나물, 말린것",채소류,293,7.5,22.8,2.2,61.3,0,0,25,2.4,0,586,0,0,0,0,0,0
R0006150ZZ0AVG,"고추, 풋고추, 생것",채소류,29,91.1,1.71,0.19,6.42,1.8,4.4,15,0.5,19,38,270,1,0.28,0.077,0.158,0.46
R0028370ZZ0AVG,"페퍼민트, 생것",조미료류,70,78.65,3.75,0.94,14.89,0,8,243,5.08,80,73,569,31,1.11,0.329,1.176,0
R0012020ZZ0AVG,"동충하초, 누에동충하초, 말린것",버섯류,133,7,60.9,2.4,0,0,0,2430,24,0,0,462,1480,0,0,0,0
R0014340ZZ0AVG,"자몽(그레이프프루트) 주스, 천연과즙",과실류,40,88.7,0.6,0.1,10.3,0,0.1,9,0.1,9,12,180,1,0,0.03,0.01,0
R0016420ZZ0AVG,"멧돼지고기, 생것",육류,268,60.1,18.8,19.8,0.5,0,0,4,2.5,20,170,270,45,3.2,0.12,0.01,11
R0030480ZZ0AVG,"커피, 커피가루, 인스턴트",차류,348,3.6,19.81,0.49,66.06,0,0,159,1.7,369,348,3822,42,0,0,2.529,19.64
R0006640ZZ0AVG,"김치, 열무 김치",채소류,32,90.1,2.4,0.29,4.99,0.67,3.2,134,0.68,36,42,349,510,0.54,0.241,0.316,5.44
R0011130ZZ0AVG,"콩잎, 잎, 생것",채소류,94,69.9,6.6,0.3,21,0,0,33,1.6,0,120,0,0,0,0,0,0
R0023000ZZ0AVG,"바지락, 장조림",어패류 및 기타 수산물,237,30.4,24.8,2.1,29.1,0,0,232,50,0,372,0,0,0,0,0,0
R0029260ZZ0AVG,알밥,조리가공품류,155,63.5,3.6,2.6,29.2,0,1.6,28,3.9,0,54,87,335,0,0,0,0
R0015190ZZ0AVG,"닭고기, 날개, 생것",육류,175,70.8,18.78,10.53,0,0,0,17,0.56,19,155,195,74,1.23,0.022,0.014,10.73
R0004340ZZ0AVG,"병아리콩, 인도산, 말린것",두류,373,10.8,17.27,5.66,63.14,0,7.9,153,4.74,135,367,1085,5,3.23,0.823,2.061,13.87
R0005220ZZ0AVG,"밤, 구운것",견과류 및 종실류,206,47.8,4.65,0.68,45.36,7.75,7.5,17,1.12,45,92,502,2,0.54,0.259,6.705,0.78
R0002230ZZ0AVG,"보리, 볶은것",곡류 및 그 제품,360,8.2,12.7,2.6,74.1,0,0,26,18.9,0,402,0,0,0,0,0,0
R0001290ZZ0AVG,"과자, 와플 ",곡류 및 그 제품,291,42,7.9,14.1,32.9,0,0,255,2.31,19,190,159,511,0.68,0.062,0.265,46.2
R0023240ZZ0AVG,"전복, 조미통조림",어패류 및 기타 수산물,133,63.1,14.7,0.1,17.9,0,0,28,8,0,85,160,900,0,0,0,0
R0025460ZZ0AVG,"분유, 2단계",우유 및 유제품류,506,2,12.63,25.38,56.93,49,0,635,5.72,60,374,739,171,4.01,0.301,0.06,13.69
R0020590ZZ0AVG,"블루길, 생것",어패류 및 기타 수산물,84,80,17.8,0.8,0.2,0,0,36,1.4,0,226,0,0,0,0,0,0
R0029150ZZ0AVG,"스파게티, 미트소스 스파게티, 냉동",조리가공품류,90,77.82,5.05,1.01,15.24,2.6,1.8,18,1.25,15,49,144,238,0.51,0.125,0.213,11.9
R0012500ZZ0AVG,"표고버섯, 배지재배, 대, 데친것",버섯류,32,83.4,3.25,0.24,12.36,0.88,10.9,5,0.34,16,97,266,3,1.54,0.055,0.182,1.84
R0022970ZZ0AVG,"맛, 붉은맛(큰죽합), 생것",어패류 및 기타 수산물,95,77.3,16.1,1.8,2.5,0,0,64,12.5,0,254,0,0,0,0,0,0
R0000400ZZ0AVG,"멥쌀, 태국산, 백미, 생것",곡류 및 그 제품,366,12.3,7,0.2,80.1,0,0,1,1.6,0,38,101,2,0,0,0,0
R0024610ZZ0AVG,"오징어, 참갑오징어, 생것",어패류 및 기타 수산물,76,80.6,17.3,0.2,0.2,0,0,13,0.4,0,281,0,0,0,0,0,0
R0021160ZZ0AVG,"애꼬치, 생것",어패류 및 기타 수산물,148,72.7,18.9,7.2,0.1,0,0,41,0.3,34,140,320,120,0.5,0.04,0.01,0
R0015880ZZ0AVG,"돼지고기, 등심(등심덧살), 생것",육류,199,66.9,17.51,13.74,0,0,0,7,0.73,19,167,300,52,2.89,0.037,0.005,23.73
R0002490ZZ0AVG,"옥수수, 메옥수수, 구운것",곡류 및 그 제품,372,7.6,8.9,3.9,78.3,0,0,0,1.5,0,292,301,1,0,0,0,0
R0007530ZZ0AVG,"마타리, 생것",채소류,45,85.4,2.1,0.1,10.9,0,0,8,0.2,0,80,0,0,0,0,0,0
R0002930ZZ0AVG,"피, IEC525(NO.5), 도정, 생것",곡류 및 그 제품,376,9.4,8.5,4.6,73.9,0,0,39,3.2,0,497,617,10,0,0,0,0
R0012490ZZ0AVG,"표고버섯, 배지재배, 대, 말린것, 삶은것",버섯류,31,84.7,2.91,0.34,11.8,0.46,11.6,6,0.31,9,40,70,2,1.14,0.066,0.131,1.96
R0004820ZZ0AVG,"도토리, 생것",견과류 및 종실류,230,44.9,4.4,3,46.7,0,0,16,0.6,0,84,0,0,0,0,0,0
R0021370ZZ0AVG,"연어 부산물, 알, 생것",어패류 및 기타 수산물,245,53,25,15,0.8,0,0,89,12,0,783,0,0,0,0,0,0
R0014950ZZ0AVG,"플럼코트, 생것",과실류,47,88,0.61,1.05,9.97,7.5,1.9,4,0.11,4,11,186,0,0,0.029,0.022,0
R0013310ZZ0AVG,"바나나, 말린것",과실류,299,14.3,3.8,0.4,78.5,0,7,26,1.1,92,84,1300,1,0.6,0.25,1.31,0
R0028950ZZ0AVG,"북어국, 인스턴트, 말린것",조리가공품류,360,2.1,44.1,6.1,32.2,0,0,229,1.6,0,482,587,4832,0,0,0,0
R0005520ZZ0AVG,"코코넛, 코코넛밀크",견과류 및 종실류,230,67.62,2.29,23.84,5.54,3.34,2.2,16,1.64,37,100,263,15,0.67,0.266,0.916,6.2
R0030340ZZ0AVG,"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",육류,159,70.6,20.7,7.85,0,0,0,3,2.58,18,171,319,57,5.79,0.052,0.013,19.06
R0021760ZZ0AVG,"전갱이, 삶은것",어패류 및 기타 수산물,151,70.3,22.4,5.9,0.1,0,0,80,0.7,36,250,350,130,1.3,0.07,0.01,64
R0022020ZZ0AVG,"조기(참조기), 굴비, 소금에 절여 말린것",어패류 및 기타 수산물,328,32.6,44.4,15.2,0.4,0,0,68,14.4,0,560,320,412,0,0,0,0
R0031730ZZ0AVG,"양송이버섯, 말린것(자연건조)",버섯류,166,9.7,40.82,3.52,34.09,0.52,12.6,14,3.72,144,1465,5305,72,7.83,4.829,0.697,140.63
R0024070ZZ0AVG,"새우, 꽃새우, 삶아서 말린것",어패류 및 기타 수산물,306,18,55.5,5.9,4.1,0,0,4068,15.6,0,1156,680,3500,0,0,0,0
R0017180ZZ0AVG,"소 부산물, 꼬리, 생것",육류,246,62.7,17.4,19,0,0,0,22,1.5,0,165,189,42,0,0,0,0
R0014260ZZ0AVG,"유자 농축액, 당절임",과실류,243,39,0.5,0,60.2,0,0,17,0.5,0,5,129,15,0,0,0,0
R0010910ZZ0AVG,"취나물, 참취, 말린것, 삶은것",채소류,55,83.2,3,0.5,12.3,0,11.3,76,4.5,0,25,151,15,0,0,0,0
R0006630ZZ0AVG,"김치, 백김치",채소류,16,94.5,0.95,0.07,3,1.77,1.9,35,0.24,12,29,187,395,0.23,0.004,0.321,7.5
R0017540ZZ0AVG,"송아지 부산물, 미국산, 간, 삶은것",육류,192,59.86,28.42,6.26,3.77,0,0,6,5.11,20,460,329,78,11.23,14.94,0.27,19.3
R0030910ZZ0AVG,"잎새버섯, 데친것",버섯류,16,92.1,2.26,0.57,4.46,0,4.4,1,0.4,9,76,279,0,0.75,0.328,0.048,1.57
R0000960ZZ0AVG,"멥쌀죽, 백미",곡류 및 그 제품,71,82.9,1.4,0,15.6,0,0,2,0.7,0,13,6,3,0,0,0,0
R0008110ZZ0AVG,"배추, 봄 재배, 염절임",채소류,15,93,1.63,0.09,2.89,1.44,2.5,61,0.36,25,58,393,496,0.3,0.007,0.181,4.36
R0023560ZZ0AVG,"가재, 갯가재, 삶은것",어패류 및 기타 수산물,93,80.5,15.1,3,0.3,0,0,44,3,0,125,280,440,0,0,0,0
R0006260ZZ0AVG,"고추, 재래종, 풋고추, 생것",채소류,26,91.9,1.2,0.2,6,0,5.6,13,0.4,0,28,231,0,0,0,0,0
R0013770ZZ0AVG,"사과, 넥타",과실류,53,86.9,1,0.2,11.7,0,0,3,2.4,0,5,35,2,0,0,0,0
R0022150ZZ0AVG,"청어, 말린것",어패류 및 기타 수산물,410,24,44.5,24,1,0,0,87,10.4,0,470,250,1300,0,0,0,0
R0017060ZZ0AVG,"소고기, 한우(1등급), 설도(도가니살), 생것",육류,160,70.1,20.37,8.14,0,0,0,5,2.66,22,206,343,52,5.54,0.049,0.011,21.79
R0029120ZZ0AVG,순두부찌개,조리가공품류,50,90.1,3.6,3.1,1.9,0,1.9,39,7.4,0,57,145,338,0,0,0,0
R0019920ZZ0AVG,"모래무지, 생것",어패류 및 기타 수산물,77,82.1,15.7,1.1,0,0,0,73,1.2,0,200,0,0,0,0,0,0
R0023010ZZ0AVG,"바지락, 통조림",어패류 및 기타 수산물,95,7.9,15.2,2.4,2.1,0,0,76,16,0,124,0,0,0,0,0,0
R0013990ZZ0AVG,"아보카도, 생것",과실류,187,71.3,2.5,18.7,6.2,0,5.3,9,0.7,33,55,720,7,0.7,0.24,0.18,1
R0001170ZZ0AVG,"과자, 만주, 밤",곡류 및 그 제품,330,19.6,6.35,2.39,70.86,42.45,4.5,43,1.48,24,133,78,158,0.59,0.099,0.703,16.7
R0007590ZZ0AVG,"메밀, 싹, 생것",채소류,24,94.6,1.9,1.2,1.9,0,3.6,11,0.9,0,49,106,4,0,0,0,0
R0003270ZZ0AVG,"고구마, 연황미, 생것",감자 및 전분류,127,67.2,1.1,0,30.7,0,0,42,0.8,0,62,451,14,0,0,0,0
R0021200ZZ0AVG,"양태, 생것",어패류 및 기타 수산물,88,78.3,20,0.2,0.1,0,0,101,0.6,0,271,0,0,0,0,0,0
R0009940ZZ0AVG,"양파, 데친것",채소류,27,91.9,0.84,0.04,6.93,4.55,1.5,13,0.19,8,26,128,3,0.14,0.005,0.172,0.74
R0017120ZZ0AVG,"소고기, 한우(1등급), 양지(업진안살), 생것",육류,221,61.1,17.76,16.07,0,0,0,5,2.6,18,164,289,47,5.15,0.045,0.014,22.27
R0028140ZZ0AVG,"조미료, 쇠고기맛, 가루 ",조미료류,257,2.2,5.86,4.09,49.07,14.87,0,91,0.81,358,211,566,15836,1.17,0.016,0.329,19.22
R0020790ZZ0AVG,"상어, 모조리상어, 생것",어패류 및 기타 수산물,108,75.1,21.7,1.7,0,0,0,83,1.5,0,252,0,0,0,0,0,0
R0014820ZZ0AVG,"포도, 캠벨얼리, 껍질 포함, 생것",과실류,51,83.6,0.61,0.05,13.59,9.16,1.1,5,0.21,7,18,235,1,0.08,0.014,0.077,0.57
R0013420ZZ0AVG,"배 음료, 캔",과실류,42,88.2,0,0,11.76,10.15,1,0,0,0,1,13,0,0,0,0.008,0
R0000120ZZ0AVG,"메밀 냉면, 말린것",곡류 및 그 제품,360,12.1,10.74,1.44,73.66,0,3.2,27,1.36,36,109,176,628,0.77,0.122,0.953,15.7
R0000370ZZ0AVG,"멥쌀, 추청벼, 현미, 생것",곡류 및 그 제품,362,12.7,6.4,2.7,76.9,0,0,12,1.1,0,92,263,14,0,0,0,0
R0004310ZZ0AVG,"리마콩, 삶은것",두류,152,62.3,9.6,0.9,26,0,10.9,27,2.3,52,95,490,0,1.1,0.25,0.73,0
R0026710ZZ0AVG,"커피, 무카페인, 가루 ",차류,351,3.2,11.6,0.2,76,0,0,140,3.8,311,286,3501,23,0.11,0.069,1.222,17.3
R0011290ZZ0AVG,"토마토, 과채 음료",채소류,41,88.4,0.4,0.02,10.92,8.4,1.3,4,0.11,4,8,97,27,0.07,0.018,0.023,0.81
R0025850ZZ0AVG,"치즈, 브리",우유 및 유제품류,334,48.42,20.75,27.68,0.45,0.45,0,184,0.5,20,188,152,629,2.38,0.019,0.034,14.5
R0021300ZZ0AVG,"연어, 통조림",어패류 및 기타 수산물,168,70.4,16.29,11.27,0.31,0,0,13,0.11,17,131,195,362,0.23,0.024,0,17.98
R0013340ZZ0AVG,"배, 돌배, 껍질 포함, 생것",과실류,48,86.5,0.4,0.1,12.8,0,2.1,5,0.4,0,16,100,0,0,0,0,0
R0021050ZZ0AVG,"쌍동가리, 생것",어패류 및 기타 수산물,101,76.6,20.8,1.4,0,0,0,56,1.3,0,174,0,0,0,0,0,0
